N,time,std
7,0.0005752958507143018,1.0442746438168605e-05
14,0.0026493323157140885,0.0004242346021341065
28,0.03249450520000242,0.0012357702353863213
56,0.5235391212857101,0.03880702992829607
84,4.269586944428592,0.23447580045443847
112,21.87406622985723,0.30231702144344313
