N,time,std
7,0.016008388585714132,0.00036789980939053857
14,0.14067300731428856,0.0014472413982158443
28,1.1623544278571671,0.00965056375181413
56,9.50084852314285,0.058290063510553464
84,32.079081970571465,0.031682264059542234
112,77.29808113971428,0.8785141806132076
